Average Salary,Q1 - Which Title Best Fits your Current Role?.1,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q13 - Ethnicity,Q12 - Highest Level of Education,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Unique ID
20,Data Engineer,23,Other,Black or African American,"",No,0-40k,Other,Python,7,7,5,0,7,8,Easy,Good Work/Life Balance,Male,62a33c2cbc6861bf3176bec1
20,Data Engineer,23,Other,White or Caucasian,Bachelors,Yes,0-40k,Tech,Python,6,7,5,5,6,5,Neither easy nor difficult,Remote Work,Male,62a35ae0575fa3a5ae88ea98
20,Data Engineer,23,United Kingdom,Other (Please Specify):Arab,Bachelors,No,0-40k,Real Estate,Python,8,3,9,3,5,3,Easy,Better Salary,Male,62a6d037cec54911e9ce862a
20,Data Engineer,24,Other,Hispanic or Latino,Bachelors,No,0-40k,Healthcare,Python,6,7,5,6,4,6,Neither easy nor difficult,Good Work/Life Balance,Male,62a37222cf2555431730732d
20,Data Engineer,24,Other,Hispanic or Latino,Bachelors,No,0-40k,Tech,Python,6,3,6,6,4,6,Easy,Other (Please Specify):Career Advancedment,Male,62b795033b026e423f287ecd
20,Data Engineer,25,United Kingdom,White or Caucasian,Bachelors,No,0-40k,Other,Python,10,3,5,0,0,10,Neither easy nor difficult,Better Salary,Male,62a397fb5d257a28a30e279a
20,Data Engineer,26,Other,Hispanic or Latino,Bachelors,Yes,0-40k,Tech,Python,3,9,2,7,5,3,Difficult,Better Salary,Male,62aa29852e54c9003e5d50b5
20,Data Engineer,28,India,Asian or Asian American,Bachelors,Yes,0-40k,Other,Python,6,7,8,5,7,7,Neither easy nor difficult,Good Work/Life Balance,Male,62a61eb02e54c9003e5697f7
20,Data Engineer,28,India,Asian or Asian American,Bachelors,Yes,0-40k,Tech,Python,1,3,0,0,1,4,Easy,Better Salary,Male,62a4514ff408bae018eea94d
20,Data Engineer,28,Other,Hispanic or Latino,Bachelors,Yes,0-40k,Tech,Python,8,7,6,0,5,5,Neither easy nor difficult,Better Salary,Male,62a4d13bbae91e4b8b84f89b
20,Data Engineer,29,Other,Black or African American,Bachelors,Yes,0-40k,Finance,Python,3,4,3,3,3,3,Neither easy nor difficult,Remote Work,Male,62a45f8c0f8c8599d5b09d40
20,Data Engineer,33,Other,Hispanic or Latino,Masters,Yes,0-40k,Tech,Python,6,9,5,7,5,8,Difficult,Better Salary,Male,62a346a37dc029e2d66bfa6d
20,Data Engineer,33,Other,White or Caucasian,Bachelors,Yes,0-40k,Tech,Python,6,9,3,4,7,6,Neither easy nor difficult,Better Salary,Female,62a8592f7dc029e2d672c0a8
20,Data Engineer,36,Other,Asian or Asian American,Associates,Yes,0-40k,Other,Python,7,7,6,4,8,7,Neither easy nor difficult,Better Salary,Male,62a385480f8c8599d5afa5c6
20,Data Scientist,21,Other,Black or African American,Bachelors,No,0-40k,Tech,R,7,7,7,2,7,7,Easy,Better Salary,Male,62a389ed18134ddc75cf24f8
20,Data Scientist,23,Other,Other (Please Specify):Indian,Bachelors,Yes,0-40k,Tech,Python,4,6,0,4,0,4,Difficult,Good Culture,Male,62a37ad924a2626027389f8a
20,Data Scientist,24,Other,Black or African American,"",Yes,0-40k,Finance,Python,6,5,6,0,6,6,Difficult,Better Salary,Male,62a33cb72e54c9003e531c65
20,Data Scientist,26,India,Other (Please Specify):Indian,Masters,No,0-40k,Finance,Python,8,4,6,7,6,7,Neither easy nor difficult,Good Work/Life Balance,Male,62a4afd87dc029e2d66ddb24
20,Data Scientist,30,United Kingdom,White or Caucasian,"",Yes,0-40k,Education,Python,10,8,6,3,7,10,Easy,Good Work/Life Balance,Male,62a33d1ebae91e4b8b82e707
20,Data Scientist,33,India,Asian or Asian American,Bachelors,Yes,0-40k,Real Estate,Python,4,6,5,2,3,3,Very Easy,Better Salary,Male,62ab6ab318134ddc75dabb09
20,Data Scientist,36,Other,White or Caucasian,Masters,Yes,0-40k,Education,Python,1,6,1,3,1,3,Difficult,Better Salary,Male,62a39a340f8c8599d5afc6ce
20,Database Developer,23,India,Asian or Asian American,Bachelors,Yes,0-40k,Tech,Python,7,9,7,5,6,9,Easy,Better Salary,Male,62a75f1b575fa3a5ae8e0010
20,Database Developer,24,United Kingdom,White or Caucasian,Bachelors,Yes,0-40k,Telecommunication,Other,6,5,6,2,3,3,Difficult,Better Salary,Male,62a41968f8d5efcc22f8fd44
20,Database Developer,66,Other,Black or African American,High School,Yes,0-40k,Telecommunication,Python,5,5,5,5,4,5,Easy,Better Salary,Male,62b4404df31287f32e14d1c1
20,Other,20,Other,Black or African American,High School,Yes,0-40k,Other,Other,3,4,3,0,4,3,Neither easy nor difficult,Better Salary,Female,62a3c021f8f756164586043f
20,Other,21,United States,White or Caucasian,Bachelors,No,0-40k,Other,R,7,6,7,4,4,6,Difficult,Better Salary,Male,62b5a3e29bc428d5345f6e89
20,Other,23,India,Asian or Asian American,Bachelors,No,0-40k,Other,Python,6,4,5,3,,3,Difficult,Good Work/Life Balance,Male,62a38de50f8c8599d5afb3e7
20,Other,23,India,Asian or Asian American,Bachelors,Yes,0-40k,Tech,Python,5,1,5,5,5,5,Neither easy nor difficult,Other (Please Specify):My passion is to become a Data analyst,Male,62a344c6f8d5efcc22f7d6e1
20,Other,23,India,Asian or Asian American,Masters,Yes,0-40k,Finance,Python,4,3,2,3,2,2,Difficult,Better Salary,Male,62a4b085cec54911e9cc3afe
20,Other,23,United States,White or Caucasian,Associates,No,0-40k,Other,R,7,10,1,1,4,7,Neither easy nor difficult,Better Salary,Male,62a3784c0f8c8599d5af8fbc
20,Other,24,India,Asian or Asian American,Bachelors,No,0-40k,Tech,R,4,1,1,2,1,1,Easy,Good Work/Life Balance,Male,62a47e3ef3072dd89263c8c0
20,Other,24,India,Asian or Asian American,Bachelors,Yes,0-40k,Tech,Python,5,2,4,3,3,5,Difficult,Better Salary,Female,62a64c6ecf2555431733a7a4
20,Other,24,India,Other (Please Specify):Indian,Bachelors,No,0-40k,Other,Python,2,0,5,1,1,6,Neither easy nor difficult,Better Salary,Male,62abec6cf3072dd8926f2ad0
20,Other,24,Other,Hispanic or Latino,Bachelors,No,0-40k,Tech,Python,6,4,6,5,6,6,Easy,Better Salary,Male,62a34e082e54c9003e534118
20,Other,25,India,Asian or Asian American,Masters,No,0-40k,Tech,Python,5,1,5,0,3,6,Neither easy nor difficult,Better Salary,Male,62a34dbb5d257a28a30d9a61
20,Other,25,India,Other (Please Specify):Indian,Bachelors,No,0-40k,Tech,Python,7,2,7,5,3,8,Difficult,Better Salary,Male,62a6b0790a77c1a77f69cb15
20,Other,25,India,Other (Please Specify):Indian,Masters,Yes,0-40k,Healthcare,Python,8,6,5,10,0,2,Easy,Better Salary,Male,62a36969f8f756164585821d
20,Other,26,Other,White or Caucasian,Masters,No,0-40k,Tech,R,2,10,8,2,9,5,Difficult,Remote Work,Male,62a48d562e54c9003e54ea2b
20,Other,27,Other,White or Caucasian,Bachelors,Yes,0-40k,Other,Python,5,3,3,3,2,4,Neither easy nor difficult,Better Salary,Male,62a421cebc6861bf317803f5
20,Other,27,Other,White or Caucasian,Masters,Yes,0-40k,Tech,Python,8,7,8,7,8,8,Neither easy nor difficult,Good Culture,Male,62a5998fbc6861bf31798ef0
20,Other,28,India,Asian or Asian American,Masters,No,0-40k,Education,Python,1,2,0,1,0,1,Easy,Good Work/Life Balance,Female,62a35236b4da29969c631214
20,Other,28,India,Other (Please Specify):Dravidian,Bachelors,No,0-40k,Telecommunication,Python,8,5,5,3,3,8,Difficult,Better Salary,Male,62a6ac1524a26260273c1cd0
20,Other,28,Other,Hispanic or Latino,Bachelors,Yes,0-40k,Other,Python,7,4,5,3,4,6,Neither easy nor difficult,Better Salary,Male,62b152960f8c8599d5c31550
20,Other,30,Other,Hispanic or Latino,Bachelors,Yes,0-40k,Other,Python,10,10,10,1,8,5,Neither easy nor difficult,Better Salary,Male,62a6772c18134ddc75d25895
20,Other,31,Other,White or Caucasian,"",No,0-40k,Tech,Python,7,6,7,2,5,9,Difficult,Better Salary,Male,62a33f17f8f7561645852867
20,Other,32,Other,White or Caucasian,Masters,No,0-40k,Finance,Python,3,4,7,6,2,6,Very Difficult,Other (Please Specify):Learning opportunity,Male,62a3cde8f8f7561645861366
20,Other,32,United States,Asian or Asian American,Bachelors,Yes,0-40k,Tech,Python,8,5,4,3,5,5,Difficult,Better Salary,Female,62a3958fcec54911e9caf827
20,Other,33,India,Asian or Asian American,Bachelors,No,0-40k,Other,Other,3,4,6,6,6,3,Very Easy,Other (Please Specify):Learning new skills,Male,62a4b2e5f8f75616458712af
20,Other,35,Other,White or Caucasian,Bachelors,No,0-40k,Telecommunication,Python,2,0,0,4,0,3,Neither easy nor difficult,Good Work/Life Balance,Male,62a772da575fa3a5ae8e2a4a
20,Other,35,Other,White or Caucasian,Masters,No,0-40k,Other,Python,5,1,3,2,1,4,Neither easy nor difficult,Good Work/Life Balance,Female,62a38a060a77c1a77f6654b7
20,Other,37,Other,Other (Please Specify):African,Masters,No,0-40k,Construction,R,1,1,3,0,2,0,Neither easy nor difficult,Good Work/Life Balance,Female,62a46ad7d8c00e9f541b664a
20,Other,42,United Kingdom,Other (Please Specify):Bla,Bachelors,No,0-40k,Other,Python,7,1,4,2,8,2,Difficult,Remote Work,Male,62a4d74c5d257a28a30f97fc
20,Other,48,Other,Other (Please Specify):Melayu,Masters,Yes,0-40k,Other,Python,3,2,2,3,2,3,Very Easy,Good Work/Life Balance,Male,62a68f1e0a77c1a77f69a381
20,Student/Looking/None,19,United States,White or Caucasian,High School,No,0-40k,Telecommunication,Python,6,8,7,8,8,10,Neither easy nor difficult,Better Salary,Male,62a78743f8f75616458ab6bb
20,Student/Looking/None,20,India,Asian or Asian American,Bachelors,No,0-40k,Tech,Python,,,,0,,,Difficult,Remote Work,Female,62aaa86bbae91e4b8b8dc832
20,Student/Looking/None,20,India,Asian or Asian American,High School,Yes,0-40k,Other,Python,9,9,9,3,9,9,Neither easy nor difficult,Better Salary,Male,62af07be7dc029e2d67cc3c8
20,Student/Looking/None,20,Other,Asian or Asian American,High School,No,0-40k,Other,Other,0,0,0,0,0,0,Neither easy nor difficult,Better Salary,Male,62a3f6d9bae91e4b8b8408ca
20,Student/Looking/None,21,Other,White or Caucasian,High School,No,0-40k,Other,JavaScript,0,10,0,0,0,0,Neither easy nor difficult,Remote Work,Male,62a3907cbae91e4b8b838917
20,Student/Looking/None,22,India,Asian or Asian American,Bachelors,Yes,0-40k,Other,Python,3,3,3,2,2,2,Difficult,Good Work/Life Balance,Male,62a40276bc6861bf3177e6fd
20,Student/Looking/None,22,Other,Asian or Asian American,Bachelors,No,0-40k,Agriculture,Other,8,8,8,0,8,8,Neither easy nor difficult,Better Salary,Male,62af6371f8d5efcc2208e923
20,Student/Looking/None,22,Other,Other (Please Specify):Arabian (from Maghreb),Masters,Yes,0-40k,Other,Python,5,1,6,5,2,6,Difficult,Remote Work,Male,62ab0bdc575fa3a5ae9413e5
20,Student/Looking/None,22,United States,Hispanic or Latino,Bachelors,No,0-40k,Education,Python,4,4,5,0,2,6,Very Difficult,Remote Work,Female,62a7ce44575fa3a5ae8ece5f
20,Student/Looking/None,22,United States,Other (Please Specify):7,Associates,Yes,0-40k,Finance,Python,,,,4,,,Very Easy,Better Salary,Male,62a40726575fa3a5ae89d990
20,Student/Looking/None,22,United States,White or Caucasian,Bachelors,No,0-40k,Tech,Python,9,3,7,2,3,7,Difficult,Remote Work,Male,62a53c84f3072dd8926495c9
20,Student/Looking/None,23,Canada,Asian or Asian American,Bachelors,Yes,0-40k,Other,Python,6,3,2,0,0,6,Neither easy nor difficult,Better Salary,Male,62a4e5aed8c00e9f541bf48c
20,Student/Looking/None,23,India,Asian or Asian American,Bachelors,No,0-40k,Tech,Python,8,0,0,7,0,5,Neither easy nor difficult,Good Culture,Female,62a34383b4da29969c62f1be
20,Student/Looking/None,23,India,Asian or Asian American,Masters,No,0-40k,Other,Python,8,7,1,1,3,8,Very Easy,Better Salary,Female,62a5f332bc6861bf3179f631
20,Student/Looking/None,23,India,Other (Please Specify):Indian,Bachelors,No,0-40k,Tech,R,0,0,0,0,0,0,Neither easy nor difficult,Good Work/Life Balance,Male,62a346b4bc6861bf3176d7ce
20,Student/Looking/None,23,Other,Asian or Asian American,"",Yes,0-40k,Education,Python,3,6,5,5,2,5,Difficult,Better Salary,Male,62a34020575fa3a5ae88ade0
20,Student/Looking/None,23,Other,Black or African American,Bachelors,Yes,0-40k,Finance,Python,,10,8,,10,,Easy,Remote Work,Male,62a3cafff8d5efcc22f8b5cb
20,Student/Looking/None,23,Other,Other (Please Specify):African,"",Yes,0-40k,Other,R,5,0,0,0,0,0,Very Difficult,Remote Work,Female,62a33e90cec54911e9ca5031
20,Student/Looking/None,23,Other,Other (Please Specify):Kenyan African,"",Yes,0-40k,Construction,Python,0,0,0,0,0,0,Very Difficult,Better Salary,Male,62a34006d8c00e9f5419d341
20,Student/Looking/None,23,United States,Asian or Asian American,Bachelors,Yes,0-40k,Tech,Python,5,5,5,2,5,5,Very Difficult,Remote Work,Male,62a3a7f50a77c1a77f668221
20,Student/Looking/None,23,United States,Black or African American,"",Yes,0-40k,Other,Python,2,1,2,1,4,3,Difficult,Better Salary,Male,62a33d9bf8f7561645852496
20,Student/Looking/None,24,India,Asian or Asian American,Masters,Yes,0-40k,Education,Python,2,1,2,0,1,1,Neither easy nor difficult,Better Salary,Female,62a43f43f408bae018ee9281
20,Student/Looking/None,24,Other,Asian or Asian American,Bachelors,No,0-40k,Other,Other,7,10,8,7,8,9,Neither easy nor difficult,Better Salary,Male,62a3498e575fa3a5ae88c554
20,Student/Looking/None,24,Other,Black or African American,Bachelors,No,0-40k,Tech,Python,3,3,3,0,2,2,Easy,Good Work/Life Balance,Female,62a495d724a262602739ee07
20,Student/Looking/None,24,Other,Black or African American,Bachelors,Yes,0-40k,Construction,Python,0,2,1,0,1,2,Very Difficult,Remote Work,Female,62a388d524a262602738b869
20,Student/Looking/None,24,Other,Other (Please Specify):African,Bachelors,No,0-40k,Finance,Python,6,10,7,8,8,7,Neither easy nor difficult,Remote Work,Male,62a758185d257a28a312bc94
20,Student/Looking/None,24,Other,White or Caucasian,Bachelors,Yes,0-40k,Other,R,7,4,6,3,4,6,Neither easy nor difficult,Good Work/Life Balance,Male,62a47e812e54c9003e54d789
20,Student/Looking/None,24,Other,White or Caucasian,Masters,No,0-40k,Tech,Python,7,8,6,0,7,4,Easy,Other (Please Specify):Learning possibilities,Male,62a36d12f8d5efcc22f82cd8
20,Student/Looking/None,24,United Kingdom,Asian or Asian American,Masters,No,0-40k,Other,R,10,10,10,10,10,10,Neither easy nor difficult,Good Work/Life Balance,Male,62a47947cec54911e9cbf6b2
20,Student/Looking/None,24,United States,Asian or Asian American,Masters,No,0-40k,Healthcare,Python,0,0,0,0,0,0,Neither easy nor difficult,Good Work/Life Balance,Male,62a35fc1f8f7561645856c98
20,Student/Looking/None,24,United States,Black or African American,Associates,No,0-40k,Construction,R,2,2,2,2,2,2,Difficult,Better Salary,Male,62aa21e218134ddc75d8be11
20,Student/Looking/None,24,United States,Hispanic or Latino,High School,No,0-40k,Other,Other,1,1,1,0,0,0,Neither easy nor difficult,Remote Work,Female,62a37b7db4da29969c636123
20,Student/Looking/None,25,Canada,Asian or Asian American,Bachelors,No,0-40k,Tech,R,0,0,0,0,0,0,Neither easy nor difficult,Good Culture,Female,62b35284cec54911e9e1818c
20,Student/Looking/None,25,India,Asian or Asian American,Bachelors,No,0-40k,Tech,R,7,6,6,4,6,7,Neither easy nor difficult,Better Salary,Male,62a8b6ffbae91e4b8b8aa5c2
20,Student/Looking/None,25,India,Asian or Asian American,Masters,Yes,0-40k,Finance,Other,3,3,3,3,3,3,Neither easy nor difficult,Good Work/Life Balance,Male,62aacd922e54c9003e5e33c2
20,Student/Looking/None,25,Other,Asian or Asian American,Bachelors,No,0-40k,Other,Python,0,0,0,0,0,0,Very Difficult,Remote Work,Male,62a42243f8d5efcc22f90c55
20,Student/Looking/None,25,Other,Black or African American,Bachelors,Yes,0-40k,Other,Python,0,4,0,0,0,0,Very Difficult,Better Salary,Female,62a3eea9bae91e4b8b8401a4
20,Student/Looking/None,25,Other,White or Caucasian,Bachelors,No,0-40k,Other,Python,0,5,0,0,0,0,Neither easy nor difficult,Better Salary,Male,62a34b07cec54911e9ca6b6e
20,Student/Looking/None,25,Other,White or Caucasian,Bachelors,Yes,0-40k,Finance,Python,9,8,7,8,8,9,Neither easy nor difficult,Better Salary,Male,62a78f3bf408bae018f2ef51
20,Student/Looking/None,25,Other,White or Caucasian,Masters,No,0-40k,Education,R,4,5,4,5,5,4,Difficult,Good Work/Life Balance,Male,62a36e7024a262602738890a
20,Student/Looking/None,25,United States,Asian or Asian American,Bachelors,No,0-40k,Other,Python,2,1,1,1,1,1,Difficult,Better Salary,Female,62a38023575fa3a5ae89339e
20,Student/Looking/None,25,United States,Black or African American,"",No,0-40k,Other,R,6,0,0,1,0,9,Difficult,Better Salary,Male,62a34bd4f408bae018ed57bd
20,Student/Looking/None,25,United States,White or Caucasian,Masters,No,0-40k,Tech,Python,5,1,5,1,1,4,Difficult,Better Salary,Male,62a3426cf408bae018ed409b
20,Student/Looking/None,26,India,Asian or Asian American,Masters,Yes,0-40k,Telecommunication,Python,3,5,4,0,5,3,Difficult,Good Work/Life Balance,Female,62a95253bae91e4b8b8b91d9
20,Student/Looking/None,26,Other,Asian or Asian American,Bachelors,Yes,0-40k,Education,Python,9,10,8,7,9,8,Difficult,Good Work/Life Balance,Male,62aee103f8f756164595adb8
20,Student/Looking/None,26,Other,Asian or Asian American,Bachelors,Yes,0-40k,Tech,Python,1,2,2,1,1,2,Difficult,Better Salary,Male,62b71083f31287f32e189026
20,Student/Looking/None,26,Other,Black or African American,Bachelors,Yes,0-40k,Tech,Other,3,6,3,2,3,3,Very Difficult,Better Salary,Male,62a344e1f3072dd892623328
20,Student/Looking/None,26,Other,Black or African American,Bachelors,Yes,0-40k,Tech,Python,3,9,5,2,5,3,Easy,Remote Work,Male,62af49025d257a28a31eb2f1
20,Student/Looking/None,26,United States,American Indian or Alaska Native,Bachelors,No,0-40k,Other,Python,0,0,0,0,0,0,Easy,Good Work/Life Balance,Female,62a61076f8f7561645887ded
20,Student/Looking/None,26,United States,Asian or Asian American,High School,No,0-40k,Finance,Python,8,3,5,3,5,4,Neither easy nor difficult,Better Salary,Male,62a816907dc029e2d6725a33
20,Student/Looking/None,26,United States,Asian or Asian American,Masters,Yes,0-40k,Tech,Python,4,4,4,4,3,5,Very Difficult,Better Salary,Female,62a3af66f8f756164585eeb8
20,Student/Looking/None,27,India,Other (Please Specify):Brown,Bachelors,No,0-40k,Tech,Python,5,5,4,3,4,5,Neither easy nor difficult,Better Salary,Male,62a353f07dc029e2d66c1783
20,Student/Looking/None,27,Other,Black or African American,Bachelors,No,0-40k,Education,Python,3,8,0,0,0,0,Difficult,Better Salary,Male,62a615fd18134ddc75d1f1fa
20,Student/Looking/None,27,Other,White or Caucasian,Bachelors,No,0-40k,Education,Python,5,4,5,2,2,5,Difficult,Better Salary,Male,62a58faf2e54c9003e55ef2e
20,Student/Looking/None,27,United States,Asian or Asian American,Masters,Yes,0-40k,Tech,Python,0,5,0,0,4,4,Neither easy nor difficult,Better Salary,Male,62a37ff3bae91e4b8b836ed0
20,Student/Looking/None,29,Other,Other (Please Specify):Russian,Bachelors,Yes,0-40k,Other,R,10,3,10,2,10,10,Neither easy nor difficult,Remote Work,Female,62a3c5f2cec54911e9cb3d9b
20,Student/Looking/None,30,Other,Other (Please Specify):African,Associates,No,0-40k,Education,R,2,3,1,1,0,1,Neither easy nor difficult,Good Work/Life Balance,Male,62a59cd2cec54911e9cd251a
20,Student/Looking/None,30,Other,"Other (Please Specify):Black African, Zimbabwean Citizen","",Yes,0-40k,Other,Other,,7,,,,,Very Easy,Other (Please Specify):I would say a combination of good work/life balance with a better pay and the exposure to a workplace that supposed growth,Male,62a341a1f3072dd8926229a5
20,Student/Looking/None,31,India,Asian or Asian American,Bachelors,Yes,0-40k,Finance,Python,5,3,2,4,2,3,Difficult,Good Culture,Male,62a37c50cec54911e9cacee2
20,Student/Looking/None,31,Other,Black or African American,High School,Yes,0-40k,Tech,Python,2,3,0,0,1,4,Neither easy nor difficult,Better Salary,Male,62aaff342e54c9003e5e79b8
20,Student/Looking/None,31,United States,Black or African American,Masters,Yes,0-40k,Healthcare,Python,7,2,7,3,1,7,Difficult,Better Salary,Male,62a34991b4da29969c62ff4b
20,Student/Looking/None,33,India,Asian or Asian American,Bachelors,No,0-40k,Tech,Python,2,9,2,7,7,7,Easy,Good Work/Life Balance,Male,62aaeecd0f8c8599d5ba6923
20,Student/Looking/None,33,Other,White or Caucasian,Bachelors,Yes,0-40k,Finance,Other,10,4,10,7,3,9,Easy,Remote Work,Male,62a631782e54c9003e56ac36
20,Student/Looking/None,34,Other,Black or African American,High School,No,0-40k,Real Estate,R,0,0,0,0,0,5,Very Difficult,Remote Work,Male,62a3abacd8c00e9f541a96eb
20,Student/Looking/None,36,Other,Black or African American,Bachelors,Yes,0-40k,Other,R,6,9,6,1,6,3,Difficult,Remote Work,Male,62a34117cec54911e9ca54e7
20,Student/Looking/None,38,United Kingdom,Black or African American,Masters,Yes,0-40k,Tech,R,,10,,,,,Easy,Remote Work,Female,62a71930bae91e4b8b878b2b
20,Student/Looking/None,39,Other,Black or African American,High School,Yes,0-40k,Finance,R,5,6,4,3,5,5,Difficult,Better Salary,Male,62a8643bcec54911e9d14297
20,Student/Looking/None,40,Other,Black or African American,Bachelors,Yes,0-40k,Finance,R,4,6,4,4,5,5,Neither easy nor difficult,Remote Work,Female,62a639e05d257a28a3110ef5
20,Student/Looking/None,40,United States,Asian or Asian American,"",Yes,0-40k,Other,JavaScript,0,0,0,0,0,0,Difficult,Remote Work,Female,62a33fcb575fa3a5ae88ad59
20,Student/Looking/None,41,Other,Hispanic or Latino,Bachelors,No,0-40k,Other,R,3,0,0,0,0,1,Neither easy nor difficult,Good Work/Life Balance,Male,62a47ea87dc029e2d66d9b60
20,Student/Looking/None,42,Other,Black or African American,Masters,Yes,0-40k,Other,R,2,4,3,0,3,2,Neither easy nor difficult,Good Work/Life Balance,Male,62a5177d18134ddc75d0e9d8
20,Student/Looking/None,42,Other,White or Caucasian,Associates,No,0-40k,Tech,Python,6,0,7,3,0,7,Difficult,Better Salary,Male,62a35a2c7dc029e2d66c2519
20,Student/Looking/None,42,United Kingdom,White or Caucasian,Masters,Yes,0-40k,Other,Python,1,3,0,1,0,1,Difficult,Remote Work,Female,62a34d4118134ddc75ceb0ed
20,Student/Looking/None,47,Other,White or Caucasian,Bachelors,Yes,0-40k,Real Estate,Python,3,6,3,0,3,3,Difficult,Good Work/Life Balance,Male,62a5db29cf2555431733248f
20,Student/Looking/None,53,Other,Black or African American,Bachelors,Yes,0-40k,Other,Other,0,0,0,0,0,1,Neither easy nor difficult,Good Culture,Male,62a85803f8d5efcc22fea92f
20,Student/Looking/None,92,India,Asian or Asian American,Masters,No,0-40k,Other,Python,6,3,5,5,1,6,Neither easy nor difficult,Good Work/Life Balance,Female,62a43e86f408bae018ee913a
53,Data Analyst,21,United States,Asian or Asian American,Bachelors,No,41k-65k,Healthcare,Python,8,0,7,1,0,2,Difficult,Better Salary,Male,62a34f2af8f7561645854c1c
53,Data Analyst,22,India,Asian or Asian American,Masters,No,41k-65k,Tech,Python,9,10,10,9,10,7,Neither easy nor difficult,Good Work/Life Balance,Female,62a617c30a77c1a77f6925fc
53,Data Analyst,22,United States,Asian or Asian American,Bachelors,No,41k-65k,Other,Python,6,8,7,8,6,7,Easy,Remote Work,Male,62b89039377223ff07b80fb5
53,Data Analyst,23,Canada,Asian or Asian American,Bachelors,No,41k-65k,Tech,R,8,7,8,4,5,7,Easy,Better Salary,Male,62a34d1ff8f756164585465c
53,Data Analyst,23,Canada,Black or African American,Masters,No,41k-65k,Other,Python,5,3,2,5,3,6,Easy,Remote Work,Male,62a633b4d8c00e9f541d54a4
53,Data Analyst,23,India,Asian or Asian American,Bachelors,Yes,41k-65k,Finance,Python,9,8,9,8,9,9,Very Difficult,Better Salary,Male,62a3483018134ddc75cea4e6
53,Data Analyst,23,India,Asian or Asian American,Bachelors,Yes,41k-65k,Tech,Python,10,9,8,3,9,9,Easy,Better Salary,Male,62a34425f8d5efcc22f7d525
53,Data Analyst,23,United States,Asian or Asian American,Masters,No,41k-65k,Healthcare,C/C++,9,9,9,7,4,8,Easy,Remote Work,Male,62a48cbdf408bae018eeeccf
53,Data Analyst,23,United States,Hispanic or Latino,High School,No,41k-65k,Agriculture,Python,4,1,5,2,1,2,Neither easy nor difficult,Better Salary,Male,62ad591424a2626027471080
53,Data Analyst,24,Other,Other (Please Specify):Arab,Bachelors,Yes,41k-65k,Tech,Python,10,8,10,9,5,7,Neither easy nor difficult,Better Salary,Male,62aa5c11f408bae018f7dec0
53,Data Analyst,24,Other,White or Caucasian,Bachelors,No,41k-65k,Finance,Python,7,5,7,4,5,7,Easy,Better Salary,Male,62a868c5cf2555431737094b
53,Data Analyst,24,United States,White or Caucasian,Bachelors,Yes,41k-65k,Finance,R,5,5,5,2,4,5,Easy,Better Salary,Male,62a3b135b4da29969c63b1ed
53,Data Analyst,25,Canada,Asian or Asian American,Bachelors,Yes,41k-65k,Other,Other,6,4,6,3,4,6,Easy,Better Salary,Male,62a349bbf8f756164585400d
53,Data Analyst,25,Canada,Asian or Asian American,Bachelors,Yes,41k-65k,Other,Python,9,4,9,9,7,9,Difficult,Better Salary,Male,62a348f2f8d5efcc22f7e2ba
53,Data Analyst,25,Other,Hispanic or Latino,Masters,No,41k-65k,Finance,Python,9,5,9,6,7,5,Neither easy nor difficult,"Other (Please Specify):I just started and I don't like programming so much, so I would search for a more ""impactiful"" role. Meaning: being able to take decisions that steer the business.",Female,62a385ddbae91e4b8b837855
53,Data Analyst,25,United Kingdom,Asian or Asian American,Masters,No,41k-65k,Healthcare,R,3,6,2,1,0,4,Difficult,Better Salary,Male,62a354bdb4da29969c631700
53,Data Analyst,25,United Kingdom,Black or African American,Bachelors,No,41k-65k,Other,Python,4,6,5,5,6,5,Neither easy nor difficult,Better Salary,Male,62a48d4df8d5efcc22f98308
53,Data Analyst,25,United States,Asian or Asian American,Bachelors,Yes,41k-65k,Healthcare,Other,9,0,10,3,5,10,Neither easy nor difficult,Better Salary,Female,62a3a90f24a262602738e800
53,Data Analyst,25,United States,Asian or Asian American,Bachelors,Yes,41k-65k,Tech,Python,7,6,7,5,7,6,Difficult,Better Salary,Male,62a343d9f3072dd892622fe4
53,Data Analyst,25,United States,Asian or Asian American,Masters,No,41k-65k,Agriculture,Other,5,2,5,3,3,5,Neither easy nor difficult,Better Salary,Female,62a3980c7dc029e2d66c9a81
53,Data Analyst,25,United States,Hispanic or Latino,High School,Yes,41k-65k,Finance,Python,5,9,7,6,8,9,Difficult,Remote Work,Male,62a5ebe05d257a28a310ac53
53,Data Analyst,25,United States,White or Caucasian,Bachelors,No,41k-65k,Other,R,5,6,4,4,5,6,Neither easy nor difficult,Better Salary,Male,62a3578b0a77c1a77f65f279
